SC_CODE,SC_NAME,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open,Deliverable Quantity,% Deli. Qty to Traded Qty
500068,DISA INDIA  ,4450.0,4598.95,4357.75,4536.85,4515.25,164,47,740501.0,241.19999999999982,86.85000000000036,150,91.46
500069,BNK CAPITAL ,107.0,107.75,100.0,107.25,102.18022328548645,6897,39,704737.0,7.75,0.25,3385,49.08
500074,BPL LTD.    ,21.45,21.75,20.75,21.15,21.267339954928637,11981,124,254804.0,1.0,-0.3000000000000007,8130,67.86
500078,OAL         ,597.7,607.9,596.0,602.35,603.5914149443561,3145,243,1898295.0,11.899999999999977,4.649999999999977,1932,61.43
500083,CENTURY EXT ,4.29,4.65,4.29,4.65,4.45904722106143,14358,80,64023.0,0.3600000000000003,0.3600000000000003,11254,78.38
500084,CESC LTD.   ,604.0,620.0,600.05,617.0,609.5163183727167,19763,914,12045871.0,19.950000000000045,13.0,6581,33.3
500085,CHAMBAL FERT,248.4,264.45,243.8,257.95,255.77981978098188,213407,3290,54585204.0,20.649999999999977,9.549999999999983,55121,25.83
500086,EXIDE IND.  ,205.0,207.3,203.1,206.65,205.3314194058301,172072,2435,35331788.0,4.200000000000017,1.6500000000000057,44949,26.12
500087,CIPLA LTD.  ,807.7,807.7,782.05,789.5,791.3576636147847,117960,2992,93348550.0,25.65000000000009,-18.200000000000045,23000,19.5
500089,DIC INDIA   ,409.0,412.05,405.0,409.3,410.0900100908174,4955,188,2031996.0,7.050000000000011,0.30000000000001137,1908,38.51
500092,CRISIL LTD  ,1949.15,1957.95,1920.85,1925.05,1929.701839303001,1033,286,1993382.0,37.100000000000136,-24.100000000000136,514,49.76
500093,CGPOWER     ,58.0,58.0,56.65,56.85,57.233234829556004,328583,1418,18805868.0,1.3500000000000014,-1.1499999999999986,192949,58.72
500096,DABUR (I)   ,503.7,507.85,502.85,505.95,505.55943234323433,75750,2750,38296127.0,5.0,2.25,29728,39.24
500097,DALMIASUG   ,156.7,165.85,156.7,164.75,161.93542185026013,17684,464,2863666.0,9.150000000000006,8.050000000000011,9351,52.88
500101,ARVIND Ltd  ,82.9,84.2,78.0,78.6,79.6629376514459,206757,2713,16470870.0,6.200000000000003,-4.300000000000011,78030,37.74
500102,BALARPUR IND,1.35,1.35,1.25,1.27,1.284615404744833,764284,379,981811.0,0.10000000000000009,-0.08000000000000007,764284,100.0
500103,BHEL        ,48.8,49.6,47.6,48.8,48.6916981112601,11626270,25486,566102829.0,2.0,0.0,3123375,26.86
500104,HIND.PETRO  ,248.0,252.4,243.8,247.5,248.24539292689585,380936,4973,94565607.0,8.599999999999994,-0.5,128968,33.86
500106,IFCI LTD    ,8.95,9.86,8.95,9.5,9.501980057057564,2205492,37702,20956541.0,0.9100000000000001,0.5500000000000007,1036124,46.98
500108,MAHA.TELE   ,13.85,13.91,13.3,13.47,13.637600788004258,628423,10593,8570182.0,0.6099999999999994,-0.379999999999999,313045,49.81
500109,MRPL        ,41.4,44.7,41.0,43.4,42.69535375431038,1031521,3211,44041154.0,3.700000000000003,2.0,304520,29.52
500110,CHENNAI PET.,100.35,108.05,99.5,105.55,104.15690990942753,242789,2322,25288152.0,8.549999999999997,5.200000000000003,109324,45.03
500111,REL.CAP.    ,10.1,11.11,10.02,11.01,10.706717163341574,1296455,1721,13880777.0,1.0899999999999999,0.9100000000000001,533198,41.13
500112,STATE BANK  ,395.8,397.7,391.0,395.0,394.8059266144413,2734816,32467,1079721565.0,6.699999999999989,-0.8000000000000114,956773,34.98
500113,STEEL AUTH. ,77.5,79.45,74.75,78.4,77.62458581351996,5068671,9435,393453487.0,4.700000000000003,0.9000000000000057,1600108,31.57
500114,TITAN       ,1438.0,1465.5,1416.75,1452.75,1454.0959173668514,146866,8055,213557251.0,48.75,14.75,56153,38.23
500116,IDBI BANK L ,31.95,32.5,31.6,31.8,31.904844047962722,983764,2016,31386837.0,0.8999999999999986,-0.14999999999999858,470861,47.86
500117,DCW LTD.    ,27.0,29.75,26.25,28.95,28.231370112110252,741859,2319,20943696.0,3.5,1.9499999999999993,460732,62.1
500119,DHAMPUR SUGA,171.05,181.75,171.05,179.85,178.14478203954687,101601,1725,18099688.0,10.699999999999989,8.799999999999983,47113,46.37
500120,DIAMINES&CHM,299.9,300.0,292.05,297.15,295.9051107776503,11329,249,3352309.0,7.949999999999989,-2.75,9543,84.24
500123,ELANTAS     ,3390.0,3399.75,3302.75,3344.85,3328.854266826923,3328,428,11078427.0,97.0,-45.15000000000009,1820,54.69
500124,DR.REDDY'S  ,4478.9,4478.9,4401.5,4453.3,4443.558819700585,23045,2657,102401813.0,77.39999999999964,-25.599999999999454,4359,18.92
500125,E.I.D.PAR   ,316.3,339.75,316.3,336.7,333.86684369865986,96781,3522,32311967.0,23.44999999999999,20.399999999999977,59046,61.01
500126,PGHL        ,6723.6,6830.0,6582.6,6603.45,6690.844492440605,463,281,3097861.0,247.39999999999964,-120.15000000000055,277,59.83
500128,ELEC.CASTING,25.0,25.7,24.4,25.1,25.10644749963218,122342,487,3071573.0,1.3000000000000007,0.10000000000000142,81988,67.02
500133,ESAB INDIA  ,1900.0,1930.5,1877.8,1898.95,1902.5860058309038,2401,554,4568109.0,52.700000000000045,-1.0499999999999545,876,36.48
500135,EPL         ,219.0,223.0,215.3,219.95,220.24701515383438,26132,1286,5755495.0,7.699999999999989,0.9499999999999886,18168,69.52
500136,ESTER INDUS.,105.8,107.0,104.75,106.1,106.1927600554785,36050,639,3828249.0,2.25,0.29999999999999716,25477,70.67
500142,FGP LTD.    ,1.72,1.72,1.72,1.72,1.72,100,1,172.0,0.0,0.0,100,100.0
500143,P.H.CAPITAL ,27.75,27.75,27.75,27.75,27.75,72,3,1998.0,0.0,0.0,72,100.0
500144,FINOL. CABLE,399.0,399.0,390.5,392.5,393.50221850146505,11945,513,4700384.0,8.5,-6.5,6723,56.28
500147,COCKERILL   ,825.95,825.95,790.05,792.0,807.5481651376147,436,26,352091.0,35.90000000000009,-33.950000000000045,297,68.12
500148,UFLEX LTD   ,362.7,370.0,362.4,365.0,366.2094413143068,37982,1671,13909367.0,7.600000000000023,2.3000000000000114,12515,32.95
500150,FOSECO INDIA,1226.65,1230.0,1217.0,1228.8,1224.478431372549,255,45,312242.0,13.0,2.1499999999998636,200,78.43
500151,GOLDEN TOB  ,46.65,47.3,45.0,45.55,46.44538979026514,5054,182,234735.0,2.299999999999997,-1.1000000000000014,2310,45.71
500153,GANESH BENZO,76.0,77.5,70.0,76.4,74.66086008455804,202701,1003,15133831.0,7.5,0.4000000000000057,139069,68.61
500159,METROGLOBL  ,54.75,54.75,51.05,52.0,52.402478448275865,3712,47,194518.0,3.700000000000003,-2.75,2361,63.6
500160,GTL LTD.    ,6.65,6.9,6.65,6.76,6.756338153901089,22404,125,151369.0,0.25,0.10999999999999943,21010,93.78
500163,GODFREY PH  ,901.0,909.9,895.65,901.8,902.5509483454399,9912,508,8946085.0,14.25,0.7999999999999545,1841,18.57
500164,GODREJ IND  ,455.9,455.9,446.0,451.95,450.4401587777112,13352,816,6014277.0,9.899999999999977,-3.9499999999999886,6242,46.75
500165,KANSAI NERO ,566.7,566.7,555.55,562.1,559.8695313514215,7703,345,4312675.0,11.150000000000091,-4.600000000000023,2511,32.6
500166,GOODRICKE   ,222.8,228.8,218.55,225.45,223.81632,12500,211,2797704.0,10.25,2.6499999999999773,7896,63.17
500168,GOODYEAR (I),976.0,994.3,973.25,978.15,981.3127171646977,1439,185,1412109.0,21.049999999999955,2.1499999999999773,841,58.44
500170,GTN INDUS   ,10.25,11.3,10.25,10.52,10.618157980989839,3051,16,32396.0,1.0500000000000007,0.2699999999999996,1401,45.92
500171,GHCL LTD    ,219.0,220.35,217.1,218.65,218.61557850900024,36499,985,7979250.0,3.25,-0.3499999999999943,30498,83.56
500173,GFLLIMITED  ,96.9,96.9,93.0,93.3,94.97662605366806,27167,310,2580230.0,3.9000000000000057,-3.6000000000000085,24347,89.62
500174,GUJ.LEASE   ,3.5,3.5,3.21,3.26,3.264081100408026,23773,48,77597.0,0.29000000000000004,-0.2400000000000002,22927,96.44
500179,HCL INFOSYS ,9.75,9.75,9.4,9.48,9.47937821839357,166232,642,1575776.0,0.34999999999999964,-0.2699999999999996,119667,71.99
500180,HDFC BANK   ,1568.3,1573.0,1541.15,1558.7,1560.381936501396,140759,6501,219637801.0,31.84999999999991,-9.599999999999909,25045,17.79
500182,HEROMOTOCO  ,3230.0,3362.6,3230.0,3349.95,3333.9182893751886,102863,7902,342936837.0,132.5999999999999,119.94999999999982,44137,42.91
500183,HFCL        ,29.5,30.2,29.05,29.2,29.527087791210583,1262746,2433,37285212.0,1.1499999999999986,-0.3000000000000007,379818,30.08
500184,HSCL        ,53.95,54.9,44.15,45.45,48.049036640547634,25227707,21082,1212167018.0,10.75,-8.5,15366382,60.91
500185,HIND.CONSTN.,8.33,8.41,8.16,8.21,8.280970863282597,295778,602,2449329.0,0.25,-0.11999999999999922,176440,59.65
500186,HIND.OIL EXP,100.0,101.85,96.5,99.0,99.17315608919382,198220,1048,19658103.0,5.349999999999994,-1.0,163048,82.26
500187,HSIL        ,162.5,179.65,162.5,173.75,176.05845853658536,25625,629,4511498.0,17.150000000000006,11.25,12409,48.43
500188,HINDUS.ZI   ,298.0,304.5,298.0,300.0,301.28021101511536,63313,1584,19074954.0,6.5,2.0,21161,33.42
500189,NXTDIGITAL  ,488.1,499.35,480.0,487.85,484.4237288135593,236,26,114324.0,19.350000000000023,-0.25,204,86.44
500191,HMT LTD.    ,26.25,26.25,26.25,26.25,26.25,3388,15,88935.0,0.0,0.0,3388,100.0
500192,PRAG BOSIMI ,1.95,1.95,1.81,1.81,1.8182897862232779,4210,13,7655.0,0.1399999999999999,-0.1399999999999999,4210,100.0
500193,HLVLTD      ,5.8,5.99,5.79,5.86,5.933487516718681,107664,203,638823.0,0.20000000000000018,0.0600000000000005,66009,61.31
500199,I.G.PETRO   ,436.75,471.95,436.75,459.9,458.0939697837979,15356,959,7034491.0,35.19999999999999,23.149999999999977,11455,74.6
500201,IND.GLYCOLS ,499.4,525.55,499.4,513.2,515.2312276277254,49168,1869,25332889.0,26.149999999999977,13.800000000000068,19099,38.84
500202,IND.LEAS.DEV,11.07,11.07,11.07,11.07,11.069651741293532,201,3,2225.0,0.0,0.0,201,100.0
500207,INDO RAMA   ,36.85,36.85,32.65,36.25,35.76880467981571,19317,102,690946.0,4.200000000000003,-0.6000000000000014,8084,41.85
500209,INFOSYS LTD ,1268.0,1284.55,1259.7,1268.7,1272.664351280447,174197,5699,221694312.0,24.84999999999991,0.7000000000000455,50894,29.22
500210,INGERSOLL   ,748.6,750.85,737.95,742.35,743.1621983914209,746,133,554399.0,12.899999999999977,-6.25,395,52.95
500211,INSILCO LTD.,7.9,8.49,7.9,8.14,8.264271708165303,27029,69,223375.0,0.5899999999999999,0.2400000000000002,19546,72.31
500213,INTER.TRAVEL,54.4,54.45,51.25,53.85,53.41652249134948,2312,32,123499.0,3.200000000000003,-0.5499999999999972,1820,78.72
500214,ION EXCHANGE,1215.0,1257.0,1205.25,1227.2,1238.8023885325829,130038,6057,161091385.0,51.75,12.200000000000045,70024,53.85
500215,AGRO TECH FO,811.15,821.15,809.2,814.9,815.4269005847954,171,64,139438.0,11.949999999999932,3.75,124,72.51
500219,JAIN IRRIG  ,19.6,19.6,18.25,18.3,18.46390805809418,493268,717,9107655.0,1.3500000000000014,-1.3000000000000007,455606,92.36
500220,JASCH INDUST,57.0,57.0,51.0,53.0,54.00189095493224,3173,42,171348.0,6.0,-4.0,2412,76.02
500223,JCT LTD     ,0.93,0.95,0.91,0.95,0.9360907006648476,5697246,372,5333139.0,0.039999999999999925,0.019999999999999907,4838901,84.93
500227,JINDAL POLYF,504.0,507.0,492.7,499.2,500.6414664829569,50079,3920,25071624.0,14.300000000000011,-4.800000000000011,10526,21.02
500228,JSWSL       ,402.0,408.15,393.5,404.85,402.09467580229204,327655,4598,131748331.0,14.649999999999977,2.8500000000000227,85374,26.06
500231,UMANG DAIR  ,60.0,63.55,58.3,62.95,62.3703522068658,22430,372,1398967.0,5.25,2.950000000000003,14424,64.31
500233,KAJARIA CER.,946.5,954.75,931.3,936.5,943.554441613937,24338,1953,22964228.0,23.450000000000045,-10.0,8676,35.65
500234,KAKATIYA CEM,175.85,183.0,173.2,175.55,177.15943898113815,6203,281,1098920.0,9.800000000000011,-0.29999999999998295,3445,55.54
500235,KALYANI STEL,322.0,334.55,312.6,329.45,327.90254430495185,32897,1009,10787010.0,21.94999999999999,7.449999999999989,15778,47.96
500236,KANELIND    ,1.22,1.22,1.22,1.22,1.22,200,1,244.0,0.0,0.0,200,100.0
500238,WHIRLPOOL   ,2437.15,2458.3,2395.0,2448.2,2422.8575238095236,2625,479,6360001.0,63.30000000000018,11.049999999999727,1054,40.15
500239,KG DENIM    ,28.6,29.9,28.5,28.85,28.982742822235796,45836,187,1328453.0,1.3999999999999986,0.25,41269,90.04
500240,KINETIC ENG.,44.15,44.15,40.1,43.95,43.36812488654928,16527,85,716745.0,4.049999999999997,-0.19999999999999574,16527,100.0
500241,KIRL.BROS.  ,157.0,157.55,153.25,153.9,155.04884318766068,4279,104,663454.0,4.300000000000011,-3.0999999999999943,1700,39.73
500243,KIRL INDUS  ,1238.0,1239.1,1210.0,1216.6,1224.0978260869565,184,77,225234.0,29.09999999999991,-21.40000000000009,84,45.65
500245,KIRL.FERROUS,159.0,160.6,155.15,157.8,157.9891304347826,13800,351,2180250.0,5.449999999999989,-1.1999999999999886,7171,51.96
500246,ENVAIN ELECT,33.4,33.4,33.4,33.4,33.4,50,1,1670.0,0.0,0.0,50,100.0
500247,KOTAK MAH.BK,1811.0,1854.0,1803.3,1845.35,1814.7569064257714,586700,13726,1064717877.0,50.700000000000045,34.34999999999991,123154,20.99
500249,KSB         ,747.95,762.3,723.85,732.05,744.7877950778503,3982,738,2965745.0,38.44999999999993,-15.900000000000091,1254,31.49
500250,L.G.BALKRISH,308.5,315.35,308.0,310.4,311.6696065128901,4422,250,1378203.0,7.350000000000023,1.8999999999999773,2127,48.1
500251,TRENT LTD.  ,813.1,838.45,807.4,830.95,823.1495409474844,27230,1707,22414362.0,31.050000000000068,17.850000000000023,14654,53.82
500252,LAXMIMACH   ,6590.0,6687.0,6310.0,6399.35,6462.097480832421,913,351,5899895.0,377.0,-190.64999999999964,444,48.63
500253,LIC HOUS.FIN,437.0,437.45,428.0,433.15,433.0486733862801,232057,4588,100491976.0,9.449999999999989,-3.8500000000000227,52693,22.71
500257,LUPIN LTD.  ,1034.4,1034.6,1011.55,1022.55,1025.0506993728338,193888,5025,198745030.0,23.049999999999955,-11.850000000000136,89347,46.08
500259,LYKA LABS   ,30.3,31.45,30.05,31.0,30.64296636085627,2616,30,80162.0,1.3999999999999986,0.6999999999999993,2616,100.0
500260,RAMCOCEM    ,983.0,1000.25,968.0,995.8,984.995053883193,30529,1421,30070914.0,32.25,12.799999999999955,10768,35.27
500264,MAFATLAL IND,94.35,94.35,93.0,93.05,93.87752675386444,841,16,78951.0,1.3499999999999943,-1.2999999999999972,726,86.33
500265,MAH.SEAMLESS,282.7,287.7,280.0,285.8,284.42567248702215,4238,194,1205396.0,7.699999999999989,3.1000000000000227,1882,44.41
500266,MAH.SCOOTER ,3848.95,3848.95,3661.55,3675.85,3702.334448160535,598,305,2213996.0,187.39999999999964,-173.0999999999999,280,46.82
500267,MAJESTIC AUT,114.9,118.8,109.35,114.1,113.99134850479594,10634,150,1212184.0,9.450000000000003,-0.8000000000000114,6138,57.72
500268,MANALI PETRO,66.2,70.0,65.25,66.7,66.6505962636759,280329,1799,18684095.0,4.75,0.5,123900,44.2
500271,MFSL        ,868.0,896.3,859.3,861.4,878.4203949351823,66340,2583,58274409.0,37.0,-6.600000000000023,10636,16.03
500277,MID INDIA IN,2.01,2.11,2.0,2.11,2.0704352537475166,5537,11,11464.0,0.10999999999999988,0.10000000000000009,5537,100.0
500279,MIRC ELECT  ,13.9,14.9,13.9,14.5,14.50015797144284,98119,229,1422741.0,1.0,0.5999999999999996,98119,100.0
500280,CENTURY ENKA,250.9,255.2,250.6,253.8,252.6310447761194,3350,148,846314.0,4.599999999999994,2.9000000000000057,2504,74.75
500284,LORDS CHLORO,29.45,29.45,29.45,29.45,29.449762658227847,2528,19,74449.0,0.0,0.0,2528,100.0
500285,SPICEJET LTD,84.05,84.9,82.8,83.2,83.53891356979997,723231,4574,60417932.0,2.1000000000000085,-0.8499999999999943,207470,28.69
500288,MOREPEN LAB.,29.1,29.85,29.0,29.1,29.276542085537148,199843,435,5850712.0,0.8500000000000014,0.0,137593,68.85
500290,MRF LTD.    ,85500.0,89798.35,85269.5,89077.7,87586.22114639814,2582,1821,226147623.0,4528.850000000006,3577.699999999997,472,18.28
500292,HEIDEL CEM  ,237.0,237.0,226.15,227.45,231.83770318241267,16057,467,3722618.0,10.849999999999994,-9.550000000000011,7250,45.15
500294,NCC         ,89.05,93.85,87.65,92.45,91.39105680397864,572055,3117,52280711.0,6.199999999999989,3.4000000000000057,179038,31.3
500295,VEDL        ,209.0,216.4,205.2,213.65,212.15083834740386,1028273,5439,218148979.0,11.200000000000017,4.650000000000006,245333,23.86
500296,NAHAR SPG.  ,85.15,87.25,76.8,86.3,84.25681603642623,18009,212,1517381.0,10.450000000000003,1.1499999999999915,14813,82.25
500298,NAT.PEROXIDE,1864.1,1868.5,1828.0,1838.6,1842.5058723040786,4683,661,8628455.0,40.5,-25.5,2453,52.38
500300,GRASIM IND. ,1211.0,1270.0,1203.3,1264.65,1246.9652498381795,78791,2329,98249639.0,66.70000000000005,53.65000000000009,17127,21.74
500302,PEL         ,1884.1,1945.0,1855.95,1879.0,1896.576882674684,110428,6820,209435192.0,89.04999999999995,-5.099999999999909,8488,7.69
500304,NIIT LTD.   ,194.0,196.0,193.2,195.0,195.02693351627047,33527,539,6538668.0,2.8000000000000114,1.0,27375,81.65
500306,JAYKAY      ,25.85,25.85,25.85,25.85,25.849995378785543,129836,62,3356260.0,0.0,0.0,129836,100.0
500307,NIRLON      ,278.05,282.6,276.55,278.65,278.6569936157864,1723,23,480126.0,6.050000000000011,0.5999999999999659,1339,77.71
500312,ONGC CORPN  ,114.4,117.5,113.55,117.15,116.08909796359552,3511876,27891,407690517.0,3.950000000000003,2.75,1455359,41.44
500313,OIL COUNTRY ,4.21,4.21,4.21,4.21,4.208955223880597,737,5,3102.0,0.0,0.0,737,100.0
500314,ORIENT HOTEL,24.0,24.0,23.05,23.1,23.342278870172294,15613,149,364443.0,0.9499999999999993,-0.8999999999999986,11659,74.67
500317,OSWAL AGRO. ,11.15,11.34,10.6,11.02,10.964859459343211,46499,167,509855.0,0.7400000000000002,-0.13000000000000078,33685,72.44
500319,INDIAN SUCRO,23.6,23.6,23.1,23.45,23.396031746031746,6300,18,147395.0,0.5,-0.15000000000000213,5900,93.65
500325,RELIANCE    ,2114.45,2114.45,2063.2,2101.15,2092.7205434400234,366701,20413,767402716.0,51.25,-13.299999999999727,48778,13.3
500327,PILITA      ,14.27,17.05,14.01,15.4,15.198193623664395,277683,556,4220280.0,3.040000000000001,1.1300000000000008,182012,65.55
500329,PENTAMED.G  ,0.28,0.28,0.26,0.26,0.2760934408673713,165281,71,45633.0,0.020000000000000018,-0.020000000000000018,165281,100.0
500330,RAYMOND     ,372.0,386.0,371.4,379.1,379.33354767300904,94865,1363,35985477.0,14.600000000000023,7.100000000000023,44032,46.42
500331,PIDILITE    ,1702.0,1710.0,1685.0,1698.65,1696.6955527035323,17921,2510,30406481.0,25.0,-3.349999999999909,5022,28.02
500333,PIX TRANS   ,337.0,355.0,335.1,348.85,345.0273420636063,6949,187,2397595.0,19.899999999999977,11.850000000000023,5315,76.49
500335,BIRLA CORPN.,859.0,878.35,857.0,866.4,866.2316111379366,6213,408,5381897.0,21.350000000000023,7.399999999999977,2725,43.86
500336,SURYA ROSHNI,336.1,346.0,334.8,340.95,338.1035816618911,34900,1474,11799815.0,11.199999999999989,4.849999999999966,4666,13.37
500337,PRIME SECUR.,40.95,40.95,39.75,40.05,40.10172228202368,1858,51,74509.0,1.2000000000000028,-0.9000000000000057,1277,68.73
500338,PRSMJOHNSN  ,106.3,108.8,103.25,103.75,104.79907149489323,53850,986,5643430.0,5.549999999999997,-2.549999999999997,31445,58.39
500339,RAIN        ,171.0,172.0,163.0,164.15,166.96555408680325,272340,2531,45471399.0,9.0,-6.849999999999994,105976,38.91
500343,AMJLAND     ,25.15,25.15,25.15,25.15,25.15,400,2,10060.0,0.0,0.0,400,100.0
500346,PUN.COMMUNI.,24.6,24.7,22.3,22.9,23.465346534653467,3939,33,92430.0,2.3999999999999986,-1.7000000000000028,2189,55.57
500350,RSWM  LTD   ,169.9,169.9,158.9,159.7,160.50465707027942,1181,46,189556.0,11.0,-10.200000000000017,1154,97.71
500354,RAJSH.SUGAR ,17.4,17.4,16.6,16.8,16.852025586353946,2345,25,39518.0,0.7999999999999972,-0.5999999999999979,2010,85.71
500355,RALLIS INDIA,257.3,259.85,254.2,256.8,257.0309786130914,23145,700,5948982.0,5.650000000000034,-0.5,9849,42.55
500356,RAMANEWS    ,14.8,14.86,14.34,14.52,14.441315478534856,5078,43,73333.0,0.5199999999999996,-0.28000000000000114,2389,47.05
500357,RAMA PAPER  ,14.02,14.3,13.81,14.3,13.955294117647059,850,7,11862.0,0.4900000000000002,0.28000000000000114,850,100.0
500358,RAMA PETRO  ,3.85,3.85,3.85,3.85,3.85,1000,3,3850.0,0.0,0.0,1000,100.0
500360,RAPICUT CARB,26.4,26.4,24.4,25.05,25.06587837837838,5328,67,133551.0,2.0,-1.3499999999999979,4544,85.29
500365,WELSPLSOL   ,9.25,10.0,9.25,9.62,9.465275607286184,79987,125,757099.0,0.75,0.3699999999999992,78642,98.32
500366,ROLTA (I)   ,4.17,4.17,4.04,4.1,4.087757522786865,160180,13662,654777.0,0.1299999999999999,-0.07000000000000028,120892,75.47
500367,RUBFILA INT.,57.4,61.85,57.4,60.9,60.12958130503935,145237,440,8733040.0,4.450000000000003,3.5,107387,73.94
500368,RUCHI SOYA  ,748.85,748.85,730.0,733.1,739.3791075752334,5782,632,4275090.0,18.850000000000023,-15.75,3353,57.99
500370,SALORA INT. ,27.1,29.5,27.1,29.5,27.95806118941217,5818,15,162660.0,2.3999999999999986,2.3999999999999986,5818,100.0
500378,JINDAL SAW  ,81.0,81.85,78.85,79.6,80.31700097936087,137845,883,11071297.0,3.0,-1.4000000000000057,53052,38.49
500380,JK LAKSHMI  ,375.0,396.55,375.0,393.8,390.7315018699102,28611,904,11179219.0,21.55000000000001,18.80000000000001,12724,44.47
500387,SHREE CEMENT,26311.0,27800.0,26311.0,27691.7,27280.883822884698,2281,1003,62227696.0,1489.0,1380.7000000000007,567,24.86
500388,SHREE KRISHN,14.3,14.3,14.3,14.3,14.3,10,1,143.0,0.0,0.0,10,100.0
500390,REL INFRA   ,31.55,33.85,30.8,32.85,32.575258059199484,819095,1928,26682231.0,3.0500000000000007,1.3000000000000007,367802,44.9
