Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area
2014-11-12,1125.0,1129.95,1098.05,1102.95,1112.8556574923548,6540,1057,7278076.0,1633.0,24.97,31.9,-22.05,0.02,-1.4122905027932897,,,nan,33.4829321365429,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,277.82115869017633,,,
2014-11-13,1105.0,1120.0,1090.0,1092.65,1106.04792147806,5196,731,5747025.0,1148.0,22.09,30.0,-12.35,0.02,-0.9338591957930964,,,nan,34.741225461035086,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,275.22670025188916,,,
2014-11-14,1097.0,1140.95,1090.1,1129.4,1123.2275308641977,24300,2707,27294429.0,9835.0,40.47,50.85,32.4,0.02,3.3633826019310753,,,nan,30.356826633610765,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,284.48362720403026,,,
2014-11-17,1129.5,1168.9,1111.0,1122.5,1142.9213122965186,19965,2653,22818424.0,3937.0,19.72,57.9,-7.0,0.03,-0.610943863998592,,,nan,31.15812917594656,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,282.7455919395466,,,
2014-11-18,1127.25,1137.4,1116.5,1127.2,1125.6835782473454,9323,1035,10494748.0,3335.0,35.77,20.9,-0.05,0.02,0.4187082405345155,,,nan,30.611249112845982,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,283.9294710327456,,,
2014-11-19,1134.0,1144.5,1110.0,1116.75,1125.843175982619,5063,889,5700144.0,1114.0,22.0,34.5,-17.25,0.01,-0.9270759403832596,,,nan,31.833445265278716,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,281.29722921914356,,,
2014-11-20,1114.0,1120.0,1090.05,1102.2,1108.1427925074654,11051,1667,12246086.0,3478.0,31.47,29.95,-11.8,0.02,-1.3028878441907255,,,nan,33.573761567773545,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,277.63224181360204,,,
2014-11-21,1106.5,1118.65,1093.25,1099.4,1105.9580971434925,8997,1283,9950305.0,3095.0,34.4,25.4,-7.1,0.01,-0.25403737978587637,,,nan,33.913953065308334,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,276.92695214105794,,,
2014-11-24,1101.05,1128.0,1101.05,1116.8,1116.9054609512623,8515,1479,9510450.0,2183.0,25.64,26.95,15.75,0.02,1.5826814626159535,,,nan,31.827542979942702,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,281.30982367758185,,,
2014-11-25,1120.0,1125.4,1090.0,1102.0,1101.0993563958164,7458,1165,8211999.0,1285.0,17.23,35.4,-18.0,0.02,-1.3252148997134672,,,nan,33.598003629764065,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,277.58186397984883,,,
2014-11-26,1102.0,1104.2,1088.0,1093.7,1095.5238095238094,5481,737,6004566.0,920.0,16.79,16.2,-8.3,0.02,-0.7531760435571688,,,nan,34.611867971107245,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,275.49118387909317,,,
2014-11-27,1099.95,1112.0,1081.25,1088.75,1096.918515446817,4823,746,5290438.0,1075.0,22.29,30.75,-11.2,,-0.4525921184968529,,,nan,35.22388059701493,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,274.24433249370276,,,
2014-11-28,1099.0,1118.0,1091.2,1110.8,1105.9150417827298,7180,1006,7940470.0,2202.0,30.67,26.8,11.8,0.02,2.0252583237657884,,,nan,32.53961109110553,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,279.79848866498736,,,
2014-12-01,1110.8,1124.0,1091.05,1118.45,1115.7893290218271,6185,981,6901157.0,1623.0,26.24,32.95,7.65,0.03,0.6886928339935317,,,nan,31.633063614824074,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,281.72544080604536,,,
2014-12-02,1118.45,1140.0,1092.2,1126.15,1126.8226950354608,8037,1313,9056274.0,2343.0,29.15,47.8,7.7,0.03,0.6884527694577258,,,nan,30.733028459796643,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,283.6649874055416,,,
2014-12-03,1126.15,1174.45,1126.15,1163.95,1158.1608026844744,30099,3690,34859482.0,6303.0,20.94,48.3,37.8,0.01,3.3565688407405814,,,nan,26.487392070106107,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,293.18639798488664,,,
2014-12-04,1175.0,1396.7,1175.0,1315.05,1291.037935865108,196305,23489,253437202.0,18796.0,9.57,221.7,140.05,0.02,12.981657287684168,,,nan,11.953918101973304,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,331.2468513853904,,,
2014-12-05,1320.0,1345.0,1282.2,1304.8,1320.0886887995184,61417,8705,81075887.0,6335.0,10.31,62.8,-15.2,0.02,-0.7794380441808246,,,nan,12.833384426732074,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,328.6649874055415,,,
2014-12-08,1305.0,1305.0,1260.0,1269.0,1278.2308966923715,15691,2092,20056721.0,3865.0,24.63,45.0,-36.0,0.03,-2.7437155119558465,,,nan,16.016548463356983,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,319.6473551637279,,,
2014-12-09,1269.0,1269.0,1223.05,1228.45,1240.1365277321954,9141,1607,11336088.0,2014.0,22.03,45.95,-40.55,0.04,-3.195429472025213,,,nan,19.846147584354256,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,309.43324937027705,,,
2014-12-10,1230.6,1311.0,1209.35,1235.55,1250.9032728236384,37735,6986,47202835.0,4871.0,12.91,101.65,4.95,0.03,0.5779641011030012,,,nan,19.15746024037879,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,311.22166246851384,,,
2014-12-11,1235.55,1250.0,1210.0,1222.3,1229.6468121604878,10493,2188,12902684.0,1417.0,13.5,40.0,-13.25,0.03,-1.0723969082594764,,,nan,20.44915323570318,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,307.8841309823677,,,
2014-12-12,1234.7,1242.9,1198.0,1203.8,1219.551319332256,9285,1866,11323534.0,2042.0,21.99,44.9,-30.9,0.02,-1.5135400474515226,,,nan,22.300215982721383,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,303.2241813602015,,,
2014-12-15,1190.0,1190.0,1152.25,1159.95,1166.623482867297,14913,2546,17397856.0,5297.0,35.52,37.75,-30.05,0.04,-3.6426316663897618,,,nan,26.923574291995344,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,292.17884130982367,,,
2014-12-16,1151.0,1215.0,1135.45,1179.2,1166.1920328133738,16091,2869,18765196.0,2640.0,16.41,79.55,28.2,0.03,1.6595542911332473,,,nan,24.85159430122117,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,297.02770780856423,,,
2014-12-17,1182.0,1198.0,1148.5,1163.55,1173.1204896448653,14051,2104,16483516.0,2083.0,14.82,49.5,-18.45,0.03,-1.3271709633649986,,,nan,26.530875338404037,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,293.08564231738035,,,
2014-12-18,1176.5,1197.95,1162.25,1169.35,1180.934238675472,10751,1269,12696224.0,3004.0,27.94,35.7,-7.15,0.04,0.49847449615401107,,,nan,25.903279599777672,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,294.54659949622163,,,
2014-12-19,1185.0,1188.55,1160.2,1165.4,1172.3402697151018,11197,2011,13126694.0,4288.0,38.3,28.35,-19.6,0.04,-0.33779450121861343,,,nan,26.33001544534064,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,293.551637279597,,,
2014-12-22,1165.0,1176.55,1150.0,1166.55,1169.6917108251325,5284,929,6180651.0,1340.0,25.36,26.55,1.55,0.05,0.09867856529945929,,,nan,26.2054776906262,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,293.84130982367753,,,
2014-12-23,1155.0,1172.0,1147.0,1163.55,1163.6433923705722,5872,1191,6832914.0,1646.0,28.03,25.0,8.55,0.03,-0.25716857400025495,,,nan,26.530875338404037,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,293.08564231738035,,,
2014-12-24,1151.9,1231.0,1151.9,1197.9,1207.1058669288752,18306,3571,22097280.0,2164.0,11.82,79.1,46.0,0.01,2.9521722315328125,,,nan,22.902579514149757,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,301.73803526448364,,,
2014-12-26,1198.0,1224.25,1187.5,1201.6,1208.0423177825935,8767,1514,10590907.0,1808.0,20.62,36.75,3.6,0.01,0.3088738625928622,,,nan,22.5241344873502,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,302.67002518891684,,,
2014-12-29,1209.4,1229.9,1207.7,1223.05,1220.4144341170036,7316,1140,8928552.0,3035.0,41.48,22.2,13.65,0.03,1.7851198402130564,,,nan,20.37529127999673,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,308.07304785894206,,,
2014-12-30,1224.0,1322.7,1224.0,1306.4,1291.023371104816,63540,9118,82031625.0,10069.0,15.85,98.7,82.4,0.03,6.814929888393784,,,nan,12.69519289650949,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,329.06801007556675,,,
2014-12-31,1299.0,1331.3,1255.0,1286.2,1309.3042783173062,41909,6124,54871633.0,5262.0,12.56,76.3,-12.8,0.04,-1.5462339252908741,,,nan,14.465090965635197,,,0.0,22384.1,22531.0,-20875.8,841.6,3.97,2014,37461.9,37479.3,-35322.8,1117.4,5.27,81402.70000000001,81533.1,-75875.6,2998.8,8.04,167886.4,168669.50000000003,-156402.30000000002,6761.300000000001,8.04,323.97984886649874,,,
2015-01-01,1285.0,1329.8,1272.0,1299.85,1302.8651802917702,18165,2922,23666546.0,2783.0,15.32,57.8,14.85,,1.061265744052231,,,nan,13.263068815632572,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,507.75390624999994,,,
2015-01-02,1308.7,1322.2,1280.2,1289.75,1301.4996481351159,8526,1460,11096586.0,2139.0,25.09,42.0,-18.95,0.02,-0.7770127322383247,,,nan,14.150029075402216,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,503.80859375,,,
2015-01-05,1299.3,1313.65,1282.25,1285.3,1293.5268775218012,7683,1002,9938167.0,2480.0,32.28,31.4,-14.0,0.03,-0.34502810622214497,,,nan,14.545242355870226,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,502.0703125,,,
2015-01-06,1282.6,1286.0,1252.05,1277.5,1266.4952453404335,10516,1885,13318464.0,2079.0,19.77,33.95,-5.1,0.03,-0.6068622111569222,,,nan,15.244618395303334,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,499.0234375,,,
2015-01-07,1284.0,1290.0,1255.15,1260.05,1269.2068895021978,9783,1658,12416651.0,3194.0,32.65,34.85,-23.95,0.03,-1.3659491193737772,,,nan,16.840601563430035,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,492.20703125,,,
2015-01-08,1280.65,1320.0,1275.0,1289.55,1298.4706754906435,8764,1592,11379797.0,2037.0,23.24,45.0,8.9,0.03,2.3411769374231284,,,nan,14.167732930091903,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,503.73046875,,,
2015-01-09,1300.0,1303.25,1260.0,1267.85,1280.6759382486027,15028,2936,19245998.0,2908.0,19.35,43.25,-32.15,0.02,-1.6827575510837134,,,nan,16.12178096778012,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,495.25390624999994,,,
2015-01-12,1270.0,1280.0,1258.25,1266.7,1269.95483604867,4849,1002,6158011.0,1144.0,23.59,21.75,-3.3,0.03,-0.09070473636469956,,,nan,16.227204547248753,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,494.8046875,,,
2015-01-13,1269.85,1304.5,1266.7,1271.95,1285.7352671195151,10894,1993,14006800.0,2430.0,22.31,37.8,2.1,0.03,0.41446277729533243,,,nan,15.747474350406844,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,496.85546875,,,
2015-01-14,1274.0,1300.0,1250.0,1256.9,1267.9010716059895,14091,1866,17865994.0,5781.0,41.03,50.0,-17.1,0.04,-1.1832226109516841,,,nan,17.133423502267476,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,490.9765625,,,
2015-01-15,1299.0,1299.0,1261.1,1267.65,1275.8490049033749,6934,1183,8846737.0,2778.0,40.06,37.9,-31.35,0.03,0.8552788606889905,,,nan,16.14010176310494,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,495.17578125,,,
2015-01-16,1270.0,1288.0,1253.2,1276.75,1274.8971962616822,10486,1486,13368572.0,3205.0,30.56,34.8,6.75,0.03,0.717863763657145,,,nan,15.312316428431561,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,498.73046875,,,
2015-01-19,1280.35,1310.0,1270.0,1275.45,1289.5656888641734,14386,1938,18551692.0,6027.0,41.89,40.0,-4.9,,-0.10182102995888176,,,nan,15.42984828883922,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,498.22265625,,,
2015-01-20,1277.6,1301.8,1267.35,1273.05,1284.9880220135965,9267,1217,11907984.0,2341.0,25.26,34.45,-4.55,0.03,-0.1881688815712157,,,nan,15.647460822434311,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,497.28515625,,,
2015-01-21,1285.55,1290.4,1266.9,1270.95,1276.8962432915919,3913,629,4996495.0,1485.0,37.95,23.5,-14.6,0.03,-0.16495817132083923,,,nan,15.83854596955032,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,496.46484375,,,
2015-01-22,1280.0,1301.0,1270.15,1277.2,1283.8025553409598,6731,1221,8641275.0,2512.0,37.32,30.85,-2.8,0.03,0.4917581336795207,,,nan,15.271688067647982,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,498.90625,,,
2015-01-23,1286.0,1319.9,1286.0,1296.2,1303.2470633397313,13025,2065,16974793.0,4470.0,34.32,33.9,10.2,0.02,1.4876291888506143,,,nan,13.582008949236224,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,506.328125,,,
2015-01-27,1300.15,1341.0,1300.15,1312.3,1320.6780340608466,24192,3266,31949843.0,7146.0,29.54,40.85,12.15,0.02,1.242092269711459,,,nan,12.188523965556652,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,512.6171875,,,
2015-01-28,1322.5,1350.0,1320.0,1330.7,1335.0054662912041,12074,1833,16118856.0,3871.0,32.06,30.0,8.2,0.02,1.402118418044651,,,nan,10.637258585706766,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,519.8046875,,,
2015-01-29,1324.55,1328.05,1302.0,1304.65,1312.4598540145982,5480,940,7192280.0,1823.0,33.27,26.05,-19.9,0.03,-1.9576162921770446,,,nan,12.846357260567952,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,509.62890625,,,
2015-01-30,1315.45,1319.85,1275.1,1284.8,1297.271853409432,6658,1095,8637236.0,2433.0,36.54,44.75,-30.65,0.02,-1.5214808569348204,,,nan,14.589819427148187,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,501.875,,,
2015-02-02,1291.0,1291.0,1257.0,1261.55,1269.4195160441873,7604,1046,9652666.0,2018.0,26.54,34.0,-29.45,0.02,-1.8096201743462048,,,nan,16.70167650905632,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,492.79296875,,,
2015-02-03,1270.75,1280.0,1258.0,1261.3,1268.575182481752,3425,560,4344870.0,1204.0,35.15,22.0,-9.45,0.02,-0.01981689191866698,,,nan,16.724807738048053,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,492.6953125,,,
2015-02-04,1275.0,1286.05,1262.1,1267.05,1273.305252317199,4855,725,6181897.0,1826.0,37.61,23.95,-7.95,0.01,0.4558788551494386,,,nan,16.195098851663325,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,494.94140625,,,
2015-02-05,1271.6,1274.95,1258.2,1262.25,1264.995712924738,6298,970,7966943.0,3093.0,49.11,16.75,-9.35,0.02,-0.3788327216763365,,,nan,16.6369578134284,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,493.06640625,,,
2015-02-06,1275.0,1290.0,1270.75,1281.6,1280.3933656467734,6602,1431,8453157.0,2370.0,35.9,19.25,6.6,0.02,1.5329768270944566,,,nan,14.875936329588013,,,0.0,18145.7,18152.9,-17132.0,542.9,2.56,2015,39005.9,39021.3,-36682.1,1161.9,5.48,83259.9,83531.00000000001,-77614.4,3165.7,5.48,172928.8,174075.7,-161332.19999999998,7100.099999999999,5.48,500.62499999999994,,,
