Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime
2018-06-15,308.85,308.85,308.85,308.85,308.8484848484848,99,2,30576.0,99,100.0,0.0,0.0,1529001000.0
2018-06-14,294.15,294.15,294.15,294.15,294.0,1,1,294.0,1,100.0,0.0,0.0,1528914600.0
2014-11-12,280.15,280.15,280.15,280.15,280.14,50,2,14007.0,50,100.0,0.0,0.0,1415730600.0
2014-06-16,266.85,266.85,266.85,266.85,266.84,50,2,13342.0,50,100.0,0.0,0.0,1402857000.0
2014-05-06,254.15,254.15,254.15,254.15,254.14,50,2,12707.0,50,100.0,0.0,0.0,1399314600.0
2014-05-02,242.05,242.05,242.05,242.05,242.04,50,2,12102.0,50,100.0,0.0,0.0,1398969000.0
2014-04-28,254.75,254.75,254.75,254.75,254.74,50,2,12737.0,50,100.0,0.0,0.0,1398623400.0
2014-04-23,242.65,242.65,242.65,242.65,242.64,50,2,12132.0,50,100.0,0.0,0.0,1398191400.0
2014-04-17,231.1,231.1,231.1,231.1,231.1,50,2,11555.0,50,100.0,0.0,0.0,1397673000.0
2014-01-23,220.1,220.1,220.1,220.1,220.1,50,1,11005.0,50,100.0,0.0,0.0,1390415400.0
2014-01-17,231.65,231.65,231.65,231.65,231.65,100,2,23165.0,100,100.0,0.0,0.0,1389897000.0
2014-01-16,220.6,243.8,220.6,243.8,236.06666666666663,150,3,35410.0,150,100.0,23.2,23.2,1389810600.0
2013-06-21,232.2,232.2,232.2,232.2,232.2,50,1,11610.0,50,100.0,0.0,0.0,1371753000.0
2013-06-14,236.9,236.9,236.9,236.9,236.9,100,2,23690.0,100,100.0,0.0,0.0,1371148200.0
2013-06-12,241.7,241.7,241.7,241.7,241.7,50,1,12085.0,50,100.0,0.0,0.0,1370975400.0
2013-06-11,237.0,237.0,237.0,237.0,237.0,50,1,11850.0,50,100.0,0.0,0.0,1370889000.0
2013-06-07,234.0,234.0,234.0,234.0,234.0,50,1,11700.0,50,100.0,0.0,0.0,1370543400.0
2013-06-06,230.0,230.0,230.0,230.0,230.0,100,2,23000.0,100,100.0,0.0,0.0,1370457000.0
2011-01-17,230.0,230.0,230.0,230.0,230.0,50,1,11500.0,50,100.0,0.0,0.0,1295202600.0
2009-10-30,225.55,225.55,225.55,225.55,225.54,50,1,11277.0,50,100.0,0.0,0.0,1256841000.0
2009-10-29,225.55,225.55,225.55,225.55,225.55,200,3,45110.0,200,100.0,0.0,0.0,1256754600.0
2009-10-20,221.15,221.15,221.15,221.15,221.14,50,1,11057.0,50,100.0,0.0,0.0,1255977000.0
2009-10-16,216.85,216.85,216.85,216.85,216.84,50,1,10842.0,50,100.0,0.0,0.0,1255631400.0
