Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
501455,GREAVESCOT,GREAVES COTTON LTD.,03 Nov 2011,Interim Dividend - Rs. - 0.4000,04 Nov 2011,-,-,28 Oct 2011,03 Nov 2011,-
501455,GREAVESCOT,GREAVES COTTON LTD.,03 Feb 2012,Interim Dividend - Rs. - 0.4000,06 Feb 2012,-,-,30 Jan 2012,03 Feb 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,12 Apr 2012,Interim Dividend - Rs. - 0.8000,13 Apr 2012,-,-,04 Apr 2012,12 Apr 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,19 Jul 2012,Final Dividend - Rs. - 0.2000,-,23 Jul 2012,30 Jul 2012,16 Jul 2012,20 Jul 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,17 Sep 2012,Interim Dividend - Rs. - 0.3000,18 Sep 2012,-,-,11 Sep 2012,17 Sep 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,15 Nov 2012,Interim Dividend - Rs. - 0.4000,17 Nov 2012,-,-,08 Nov 2012,15 Nov 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,11 Feb 2013,Interim Dividend - Rs. - 0.4000,12 Feb 2013,-,-,05 Feb 2013,11 Feb 2013,-
501455,GREAVESCOT,GREAVES COTTON LTD.,19 Jul 2013,Final Dividend - Rs. - 0.5000,-,23 Jul 2013,30 Jul 2013,16 Jul 2013,22 Jul 2013,09 Aug 2013
501455,GREAVESCOT,GREAVES COTTON LTD.,24 Sep 2013,Interim Dividend - Rs. - 0.3000,25 Sep 2013,-,-,18 Sep 2013,24 Sep 2013,-
501455,GREAVESCOT,GREAVES COTTON LTD.,17 Feb 2014,Interim Dividend - Rs. - 0.4000,18 Feb 2014,-,-,11 Feb 2014,14 Feb 2014,-
501455,GREAVESCOT,GREAVES COTTON LTD.,18 Jul 2014,Final Dividend - Rs. - 0.6000,-,22 Jul 2014,31 Jul 2014,15 Jul 2014,21 Jul 2014,-
501455,GREAVESCOT,GREAVES COTTON LTD.,04 Sep 2014,Interim Dividend - Rs. - 1.4000,05 Sep 2014,-,-,28 Aug 2014,04 Sep 2014,-
501455,GREAVESCOT,GREAVES COTTON LTD.,30 Jul 2015,Final Dividend - Rs. - 1.1000,-,01 Aug 2015,06 Aug 2015,27 Jul 2015,30 Jul 2015,-
501455,GREAVESCOT,GREAVES COTTON LTD.,11 Feb 2016,Interim Dividend - Rs. - 4.5000,12 Feb 2016,-,-,05 Feb 2016,11 Feb 2016,-
501455,GREAVESCOT,GREAVES COTTON LTD.,16 Sep 2016,Final Dividend - Rs. - 1.0000,-,20 Sep 2016,26 Sep 2016,12 Sep 2016,19 Sep 2016,-
501455,GREAVESCOT,GREAVES COTTON LTD.,22 Feb 2017,Interim Dividend - Rs. - 4.0000,24 Feb 2017,-,-,16 Feb 2017,22 Feb 2017,-
501455,GREAVESCOT,GREAVES COTTON LTD.,26 Jul 2017,Final Dividend - Rs. - 1.5000,-,28 Jul 2017,03 Aug 2017,21 Jul 2017,27 Jul 2017,-
501455,GREAVESCOT,GREAVES COTTON LTD.,14 Feb 2018,Interim Dividend - Rs. - 4.0000,15 Feb 2018,-,-,07 Feb 2018,14 Feb 2018,-
501455,GREAVESCOT,GREAVES COTTON LTD.,03 Aug 2018,Final Dividend - Rs. - 1.5000,-,07 Aug 2018,13 Aug 2018,31 Jul 2018,06 Aug 2018,-
501455,GREAVESCOT,GREAVES COTTON LTD.,13 Feb 2019,Interim Dividend - Rs. - 4.0000,14 Feb 2019,-,-,07 Feb 2019,13 Feb 2019,-
501455,GREAVESCOT,GREAVES COTTON LTD.,11 Jul 2019,Buy Back of Shares ,12 Jul 2019,-,-,05 Jul 2019,11 Jul 2019,-
