Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500312,ONGC,Oil and Natural Gas Corporation Ltd,24 Dec 2012,Interim Dividend - Rs. - 5.0000,26 Dec 2012,-,-,18 Dec 2012,24 Dec 2012,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,22 Mar 2013,Interim Dividend - Rs. - 4.0000,25 Mar 2013,-,-,18 Mar 2013,22 Mar 2013,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,17 Sep 2013,Final Dividend - Rs. - 0.5000,-,19 Sep 2013,25 Sep 2013,12 Sep 2013,18 Sep 2013,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,10 Dec 2013,Interim Dividend - Rs. - 5.0000,11 Dec 2013,-,-,04 Dec 2013,10 Dec 2013,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,27 Mar 2014,Interim Dividend - Rs. - 4.2500,29 Mar 2014,-,-,24 Mar 2014,26 Mar 2014,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,11 Sep 2014,Final Dividend - Rs. - 0.2500,-,13 Sep 2014,19 Sep 2014,08 Sep 2014,11 Sep 2014,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,16 Dec 2014,Interim Dividend - Rs. - 5.0000,17 Dec 2014,-,-,10 Dec 2014,16 Dec 2014,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,24 Mar 2015,Interim Dividend - Rs. - 4.0000,25 Mar 2015,-,-,18 Mar 2015,24 Mar 2015,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,07 Sep 2015,Final Dividend - Rs. - 0.5000,-,09 Sep 2015,15 Sep 2015,02 Sep 2015,08 Sep 2015,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,10 Nov 2015,Interim Dividend - Rs. - 4.5000,13 Nov 2015,-,-,05 Nov 2015,11 Nov 2015,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,16 Mar 2016,Interim Dividend - Rs. - 0.7500,17 Mar 2016,-,-,10 Mar 2016,16 Mar 2016,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,31 Aug 2016,Final Dividend - Rs. - 3.2500,-,02 Sep 2016,08 Sep 2016,26 Aug 2016,01 Sep 2016,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,03 Nov 2016,Interim Dividend - Rs. - 4.5000,05 Nov 2016,-,-,28 Oct 2016,03 Nov 2016,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,15 Dec 2016,Bonus issue 1:2,16 Dec 2016,-,-,08 Dec 2016,15 Dec 2016,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,07 Feb 2017,Interim Dividend - Rs. - 2.2500,08 Feb 2017,-,-,01 Feb 2017,07 Feb 2017,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,21 Sep 2017,Final Dividend - Rs. - 0.8000,-,23 Sep 2017,27 Sep 2017,18 Sep 2017,21 Sep 2017,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,03 Nov 2017,Interim Dividend - Rs. - 3.0000,06 Nov 2017,-,-,30 Oct 2017,03 Nov 2017,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,13 Mar 2018,Interim Dividend - Rs. - 2.2500,14 Mar 2018,-,-,07 Mar 2018,13 Mar 2018,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,19 Sep 2018,Final Dividend - Rs. - 1.3500,21 Sep 2018,-,-,12 Sep 2018,19 Sep 2018,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,03 Jan 2019,Buy Back of Shares ,04 Jan 2019,-,-,28 Dec 2018,03 Jan 2019,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,28 Feb 2019,Interim Dividend - Rs. - 5.2500,01 Mar 2019,-,-,22 Feb 2019,28 Feb 2019,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,26 Mar 2019,Interim Dividend - Rs. - 1.0000,27 Mar 2019,-,-,20 Mar 2019,26 Mar 2019,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,22 Aug 2019,Final Dividend - Rs. - 0.7500,23 Aug 2019,-,-,16 Aug 2019,22 Aug 2019,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,23 Mar 2020,Interim Dividend - Rs. - 5.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,17 Feb 2021,Interim Dividend - Rs. - 1.7500,20 Feb 2021,-,-,15 Feb 2021,17 Feb 2021,-
